age,sport,training_days,matches_30_days,rest_days,previous_injury,training_intensity,injury_risk_score,risk_level
26,Basketball,1,13,2,No,High,66,HIGH
16,Weightlifting,4,11,3,Yes,Medium,97,HIGH
33,Basketball,1,8,1,No,Low,71,HIGH
19,Tennis,4,10,2,Yes,Low,70,HIGH
28,Soccer,3,7,5,No,Medium,40,MEDIUM
23,Cricket,4,13,3,No,Low,63,MEDIUM
20,Basketball,4,3,0,Yes,High,79,HIGH
37,Cricket,7,6,4,No,Medium,67,HIGH
19,Basketball,7,10,4,Yes,High,94,HIGH
28,Cricket,2,1,1,No,Medium,55,MEDIUM
24,Soccer,7,5,5,No,Low,44,MEDIUM
15,Cricket,3,1,4,Yes,High,53,MEDIUM
35,Tennis,2,0,5,No,Medium,41,MEDIUM
17,Running,3,7,3,No,High,49,MEDIUM
39,Soccer,6,13,0,No,High,100,HIGH
24,Running,5,0,1,No,Low,46,MEDIUM
23,Basketball,2,13,3,No,High,64,MEDIUM
23,Soccer,3,0,4,Yes,Low,49,MEDIUM
33,Basketball,1,5,1,Yes,High,91,HIGH
33,Running,3,3,3,Yes,Low,61,MEDIUM
25,Soccer,3,6,0,No,Medium,50,MEDIUM
28,Running,1,2,4,Yes,Medium,47,MEDIUM
35,Weightlifting,5,12,0,Yes,Medium,97,HIGH
31,Basketball,1,9,3,No,Medium,56,MEDIUM
39,Basketball,1,11,2,Yes,Medium,79,HIGH
14,Soccer,5,8,3,Yes,High,89,HIGH
22,Tennis,1,10,0,No,High,70,HIGH
22,Tennis,5,0,0,No,Low,55,MEDIUM
39,Weightlifting,4,3,4,Yes,Medium,62,MEDIUM
29,Running,4,3,5,No,Medium,36,MEDIUM
18,Running,7,1,1,No,Medium,68,HIGH
20,Running,1,3,3,Yes,High,62,MEDIUM
23,Weightlifting,4,0,4,No,Medium,45,MEDIUM
30,Tennis,7,6,4,No,Medium,63,MEDIUM
40,Cricket,7,8,1,Yes,Medium,100,HIGH
31,Running,6,13,0,No,High,94,HIGH
17,Weightlifting,2,8,2,No,Medium,58,MEDIUM
23,Soccer,3,9,5,Yes,Low,58,MEDIUM
29,Tennis,1,4,1,No,Medium,50,MEDIUM
21,Soccer,6,4,1,No,Low,63,MEDIUM
33,Running,2,8,1,No,Low,70,HIGH
22,Weightlifting,3,9,3,No,Medium,52,MEDIUM
20,Cricket,3,12,2,No,Medium,57,MEDIUM
24,Weightlifting,1,7,2,No,Low,41,MEDIUM
36,Running,1,1,1,No,High,57,MEDIUM
16,Cricket,5,4,5,No,Low,38,MEDIUM
35,Soccer,4,4,0,No,Low,67,HIGH
17,Basketball,6,9,2,Yes,Low,90,HIGH
24,Running,1,2,4,Yes,Medium,53,MEDIUM
15,Cricket,6,9,1,Yes,Medium,100,HIGH
21,Tennis,7,2,2,Yes,Medium,72,HIGH
17,Cricket,6,2,0,No,Medium,66,HIGH
24,Tennis,4,10,3,No,Medium,57,MEDIUM
25,Basketball,5,3,3,Yes,Medium,60,MEDIUM
22,Running,2,5,1,No,Medium,62,MEDIUM
32,Basketball,1,12,4,No,High,51,MEDIUM
39,Cricket,1,13,4,No,Low,46,MEDIUM
14,Cricket,6,13,4,No,High,71,HIGH
24,Tennis,3,12,3,Yes,Medium,73,HIGH
40,Running,1,13,2,No,Medium,59,MEDIUM
36,Weightlifting,6,0,4,No,Medium,63,MEDIUM
33,Soccer,6,5,5,No,Medium,72,HIGH
38,Tennis,6,7,0,No,Medium,79,HIGH
14,Cricket,6,8,1,No,High,97,HIGH
28,Cricket,6,2,5,No,High,53,MEDIUM
28,Cricket,2,2,1,No,Medium,48,MEDIUM
38,Running,7,2,4,No,Medium,60,MEDIUM
18,Basketball,1,9,0,No,Low,64,MEDIUM
22,Running,4,10,2,Yes,Low,76,HIGH
17,Cricket,2,2,0,No,Medium,50,MEDIUM
17,Cricket,4,2,0,No,Medium,58,MEDIUM
22,Running,4,10,3,Yes,High,91,HIGH
24,Cricket,6,1,5,No,Medium,40,MEDIUM
30,Weightlifting,1,0,0,No,High,61,MEDIUM
22,Weightlifting,6,1,0,No,Medium,58,MEDIUM
39,Soccer,1,9,3,No,Medium,51,MEDIUM
21,Soccer,2,10,1,No,Medium,59,MEDIUM
36,Tennis,6,4,1,Yes,Low,94,HIGH
33,Running,4,1,3,No,Medium,55,MEDIUM
24,Basketball,6,9,0,Yes,Medium,100,HIGH
25,Soccer,7,4,5,Yes,Medium,82,HIGH
20,Cricket,6,7,3,No,High,63,MEDIUM
20,Soccer,1,9,1,Yes,Medium,84,HIGH
18,Basketball,2,10,4,No,High,56,MEDIUM
26,Running,4,5,2,No,Medium,63,MEDIUM
29,Weightlifting,1,8,5,No,High,53,MEDIUM
20,Weightlifting,2,10,0,No,High,75,HIGH
22,Running,2,2,2,No,High,45,MEDIUM
16,Weightlifting,6,12,4,No,High,76,HIGH
14,Tennis,7,4,5,Yes,Medium,67,HIGH
19,Tennis,1,4,3,Yes,Medium,62,MEDIUM
36,Basketball,1,10,4,Yes,Medium,67,HIGH
26,Basketball,4,2,2,Yes,Medium,61,MEDIUM
37,Soccer,5,11,5,Yes,Low,68,HIGH
25,Running,5,10,4,No,Medium,55,MEDIUM
16,Soccer,1,8,0,No,High,75,HIGH
14,Running,7,2,3,No,High,65,MEDIUM
21,Weightlifting,2,2,1,Yes,Low,59,MEDIUM
18,Basketball,7,3,1,Yes,High,95,HIGH
36,Running,6,5,0,No,Medium,84,HIGH
40,Cricket,7,13,4,No,Medium,72,HIGH
35,Tennis,5,8,1,No,High,86,HIGH
20,Tennis,2,8,2,No,Medium,51,MEDIUM
16,Weightlifting,7,13,1,Yes,High,100,HIGH
18,Weightlifting,6,10,1,No,Medium,88,HIGH
38,Cricket,3,1,5,Yes,Medium,50,MEDIUM
28,Soccer,5,12,0,No,Low,68,HIGH
35,Weightlifting,5,5,5,No,Low,41,MEDIUM
39,Running,2,3,1,No,Low,40,MEDIUM
23,Soccer,1,13,4,No,High,58,MEDIUM
39,Running,3,11,0,No,High,87,HIGH
38,Cricket,1,7,0,No,High,65,MEDIUM
14,Soccer,2,2,0,No,Medium,51,MEDIUM
31,Soccer,1,7,0,No,Low,62,MEDIUM
31,Running,6,9,0,No,Medium,87,HIGH
19,Running,6,13,1,No,High,91,HIGH
38,Tennis,5,13,2,No,Low,56,MEDIUM
39,Basketball,4,13,0,No,Low,77,HIGH
35,Weightlifting,7,0,4,No,Low,47,MEDIUM
19,Weightlifting,5,10,2,No,Medium,59,MEDIUM
39,Weightlifting,7,9,3,No,Medium,84,HIGH
18,Soccer,1,7,5,No,High,39,MEDIUM
40,Soccer,2,11,2,No,Low,56,MEDIUM
30,Basketball,6,3,4,No,Low,46,MEDIUM
31,Running,7,1,1,No,Low,68,HIGH
27,Basketball,1,13,4,No,Medium,54,MEDIUM
29,Basketball,1,10,1,No,Low,61,MEDIUM
31,Cricket,7,11,5,No,Medium,75,HIGH
39,Cricket,1,6,1,No,Medium,56,MEDIUM
14,Running,3,4,3,No,Medium,44,MEDIUM
18,Tennis,2,11,4,No,Medium,47,MEDIUM
28,Cricket,4,2,1,No,Medium,54,MEDIUM
34,Soccer,7,10,3,Yes,Medium,90,HIGH
32,Running,1,0,3,No,Medium,38,MEDIUM
16,Running,1,6,3,No,Low,50,MEDIUM
34,Soccer,1,9,2,No,Medium,59,MEDIUM
16,Cricket,4,12,5,No,Medium,55,MEDIUM
27,Cricket,1,10,5,Yes,Medium,62,MEDIUM
32,Weightlifting,7,0,0,Yes,Low,89,HIGH
29,Cricket,6,0,4,Yes,Low,59,MEDIUM
40,Soccer,4,1,0,No,Medium,65,MEDIUM
26,Cricket,2,0,4,Yes,High,48,MEDIUM
31,Running,7,0,4,Yes,High,84,HIGH
28,Tennis,4,1,4,No,Low,36,MEDIUM
17,Weightlifting,2,0,0,No,Low,47,MEDIUM
26,Soccer,7,1,5,No,Medium,52,MEDIUM
32,Soccer,1,9,2,Yes,High,89,HIGH
16,Soccer,1,1,0,No,Low,46,MEDIUM
34,Tennis,2,4,0,No,High,61,MEDIUM
32,Weightlifting,4,9,0,No,Low,73,HIGH
33,Basketball,7,2,1,No,Medium,80,HIGH
21,Cricket,7,4,4,No,Medium,58,MEDIUM
37,Weightlifting,3,4,0,No,Medium,56,MEDIUM
24,Cricket,6,11,5,No,High,78,HIGH
29,Weightlifting,4,10,3,No,High,75,HIGH
33,Cricket,3,4,5,No,Low,48,MEDIUM
21,Soccer,5,10,0,No,Low,69,HIGH
36,Running,3,1,0,No,High,57,MEDIUM
34,Cricket,7,1,4,No,Low,53,MEDIUM
29,Weightlifting,1,6,5,No,Low,31,MEDIUM
40,Tennis,5,11,0,Yes,High,100,HIGH
26,Running,4,8,2,No,Medium,66,HIGH
22,Soccer,2,12,2,No,Medium,54,MEDIUM
15,Weightlifting,3,4,5,Yes,High,71,HIGH
26,Cricket,2,6,4,No,Medium,36,MEDIUM
36,Weightlifting,4,0,0,No,High,79,HIGH
14,Cricket,4,3,4,No,Medium,43,MEDIUM
40,Weightlifting,7,6,4,No,Medium,65,MEDIUM
34,Soccer,2,4,4,Yes,Medium,63,MEDIUM
27,Basketball,2,7,3,No,Medium,57,MEDIUM
21,Basketball,5,13,1,Yes,Medium,95,HIGH
19,Cricket,5,9,3,Yes,Low,78,HIGH
22,Basketball,3,12,1,Yes,Low,77,HIGH
26,Cricket,5,4,5,No,Medium,53,MEDIUM
32,Cricket,5,12,5,No,Low,58,MEDIUM
23,Running,7,10,5,Yes,Medium,83,HIGH
32,Cricket,6,12,1,No,Low,86,HIGH
24,Cricket,7,2,2,Yes,Low,68,HIGH
15,Weightlifting,5,4,1,No,Medium,72,HIGH
27,Tennis,5,7,1,Yes,High,84,HIGH
33,Tennis,5,1,1,No,Low,48,MEDIUM
22,Tennis,1,11,5,No,Medium,46,MEDIUM
19,Soccer,4,7,4,No,Medium,45,MEDIUM
38,Cricket,2,5,2,No,Medium,61,MEDIUM
14,Running,5,9,2,No,Medium,67,HIGH
20,Weightlifting,3,12,4,Yes,Medium,68,HIGH
28,Weightlifting,7,2,5,Yes,Low,56,MEDIUM
14,Basketball,3,12,3,Yes,Medium,71,HIGH
14,Running,1,9,4,No,Medium,51,MEDIUM
31,Tennis,3,2,1,No,Low,48,MEDIUM
37,Running,3,11,1,Yes,High,91,HIGH
24,Soccer,1,1,1,No,High,43,MEDIUM
29,Tennis,2,3,5,Yes,Low,35,MEDIUM
14,Basketball,5,5,5,Yes,Medium,62,MEDIUM
26,Basketball,3,1,4,No,High,34,MEDIUM
29,Soccer,7,12,3,No,Medium,76,HIGH
32,Basketball,5,1,1,No,Low,58,MEDIUM
22,Basketball,3,6,1,No,Low,41,MEDIUM
25,Soccer,2,1,3,No,Low,39,MEDIUM
21,Basketball,7,8,2,No,High,80,HIGH
35,Tennis,1,3,5,No,Medium,34,MEDIUM
30,Tennis,3,12,5,Yes,Medium,69,HIGH
29,Cricket,1,10,2,No,Medium,55,MEDIUM
20,Running,6,8,3,No,High,72,HIGH
36,Running,7,11,0,Yes,Low,100,HIGH
38,Tennis,7,10,5,Yes,Medium,94,HIGH
22,Running,2,6,4,No,Medium,44,MEDIUM
14,Tennis,7,5,3,No,Medium,63,MEDIUM
34,Cricket,4,13,3,Yes,Medium,89,HIGH
37,Weightlifting,1,6,2,No,Medium,52,MEDIUM
36,Soccer,6,8,0,No,Medium,79,HIGH
25,Running,6,11,5,Yes,Medium,77,HIGH
39,Weightlifting,3,5,1,Yes,High,86,HIGH
24,Soccer,6,6,3,No,Low,71,HIGH
18,Running,6,13,4,No,High,68,HIGH
40,Weightlifting,3,4,5,No,Low,39,MEDIUM
22,Running,1,9,4,No,Low,43,MEDIUM
16,Basketball,3,7,3,No,Medium,47,MEDIUM
21,Running,7,8,5,No,Low,64,MEDIUM
15,Soccer,1,1,1,No,Low,51,MEDIUM
38,Weightlifting,2,9,2,No,High,63,MEDIUM
38,Tennis,4,12,1,No,Low,74,HIGH
26,Tennis,3,11,5,No,Medium,50,MEDIUM
19,Weightlifting,2,11,4,No,Low,45,MEDIUM
22,Tennis,3,13,1,Yes,Low,66,HIGH
21,Weightlifting,3,11,1,No,High,67,HIGH
19,Soccer,3,11,0,No,High,74,HIGH
39,Basketball,4,0,5,Yes,Low,70,HIGH
35,Cricket,3,8,0,Yes,Medium,86,HIGH
26,Tennis,1,2,5,No,Medium,32,MEDIUM
17,Tennis,4,13,2,Yes,Low,76,HIGH
15,Basketball,7,0,0,No,Low,68,HIGH
15,Running,7,6,0,No,Medium,75,HIGH
28,Soccer,7,9,4,Yes,Medium,86,HIGH
22,Tennis,3,0,5,No,High,39,MEDIUM
35,Running,4,13,4,Yes,Medium,79,HIGH
14,Tennis,3,9,1,Yes,Medium,77,HIGH
24,Tennis,4,6,1,No,Medium,68,HIGH
27,Soccer,6,10,1,No,Medium,86,HIGH
32,Soccer,7,8,3,Yes,Medium,98,HIGH
26,Basketball,2,8,4,No,Medium,45,MEDIUM
25,Soccer,6,4,5,No,Medium,56,MEDIUM
22,Running,6,10,1,Yes,Medium,97,HIGH
32,Soccer,6,13,0,No,Low,91,HIGH
28,Cricket,3,2,1,Yes,Low,55,MEDIUM
29,Basketball,4,2,1,Yes,Low,74,HIGH
32,Soccer,1,0,0,Yes,Low,77,HIGH
35,Basketball,6,2,4,No,High,64,MEDIUM
36,Tennis,1,5,0,No,Medium,69,HIGH
34,Cricket,7,6,0,No,Low,69,HIGH
39,Tennis,2,11,5,No,Medium,52,MEDIUM
39,Cricket,6,7,4,No,Medium,67,HIGH
26,Soccer,5,9,5,No,High,61,MEDIUM
38,Soccer,7,9,3,Yes,High,100,HIGH
29,Tennis,2,2,1,Yes,Medium,66,HIGH
39,Running,6,1,4,Yes,Medium,64,MEDIUM
40,Weightlifting,3,5,3,No,Medium,57,MEDIUM
38,Running,5,13,4,No,High,64,MEDIUM
30,Soccer,2,7,1,No,Medium,64,MEDIUM
18,Basketball,5,4,4,No,Medium,51,MEDIUM
31,Soccer,4,3,0,Yes,Low,80,HIGH
30,Cricket,5,7,5,No,High,67,HIGH
20,Tennis,6,9,5,No,Low,51,MEDIUM
22,Tennis,2,2,0,No,Low,39,MEDIUM
31,Basketball,3,12,3,Yes,Medium,84,HIGH
25,Running,2,3,1,Yes,Low,66,HIGH
39,Basketball,5,7,5,No,High,63,MEDIUM
20,Soccer,1,13,5,No,Low,37,MEDIUM
32,Basketball,3,6,1,Yes,Medium,79,HIGH
39,Soccer,3,9,3,No,High,71,HIGH
40,Tennis,7,8,5,No,Medium,74,HIGH
18,Weightlifting,5,2,4,No,High,46,MEDIUM
19,Running,6,4,4,No,Medium,62,MEDIUM
17,Basketball,1,1,4,Yes,High,52,MEDIUM
36,Soccer,5,0,5,No,Medium,48,MEDIUM
25,Running,6,10,3,Yes,Medium,87,HIGH
24,Cricket,5,12,5,No,High,55,MEDIUM
37,Cricket,4,5,4,No,High,68,HIGH
27,Weightlifting,3,0,4,No,Medium,28,LOW
28,Soccer,3,1,5,No,Low,17,LOW
32,Soccer,5,12,2,No,High,78,HIGH
35,Tennis,4,12,0,No,High,83,HIGH
29,Basketball,4,5,2,No,High,65,MEDIUM
18,Running,6,9,4,Yes,Medium,84,HIGH
18,Running,2,6,3,No,Medium,46,MEDIUM
32,Tennis,7,2,2,No,Low,60,MEDIUM
29,Cricket,3,4,3,No,Low,46,MEDIUM
28,Weightlifting,3,9,3,No,Medium,40,MEDIUM
26,Basketball,4,10,3,No,Low,58,MEDIUM
34,Running,1,11,0,No,Medium,65,MEDIUM
31,Cricket,7,2,4,Yes,Low,65,MEDIUM
38,Soccer,3,7,0,No,Medium,68,HIGH
35,Weightlifting,3,4,5,No,Medium,49,MEDIUM
28,Basketball,6,6,0,No,Low,75,HIGH
35,Cricket,2,4,4,No,Low,44,MEDIUM
22,Tennis,5,10,3,No,High,66,HIGH
15,Tennis,5,0,0,No,Medium,63,MEDIUM
28,Weightlifting,2,5,4,No,High,43,MEDIUM
37,Running,1,4,2,No,Medium,48,MEDIUM
23,Running,4,12,0,No,Low,62,MEDIUM
25,Weightlifting,7,4,4,No,Medium,55,MEDIUM
29,Cricket,3,3,4,No,Medium,35,MEDIUM
38,Soccer,7,11,4,No,High,81,HIGH
15,Tennis,1,7,3,No,High,49,MEDIUM
19,Tennis,7,13,3,No,High,87,HIGH
26,Basketball,6,0,4,No,High,47,MEDIUM
17,Basketball,7,12,0,No,High,99,HIGH
34,Cricket,4,10,2,No,High,76,HIGH
22,Tennis,1,5,5,No,Low,35,MEDIUM
16,Soccer,5,5,2,No,Medium,54,MEDIUM
31,Basketball,3,8,3,No,Medium,58,MEDIUM
36,Soccer,1,8,4,No,Medium,55,MEDIUM
37,Running,3,12,2,Yes,Low,70,HIGH
30,Weightlifting,1,2,1,No,High,63,MEDIUM
38,Weightlifting,7,10,0,No,Low,87,HIGH
22,Running,5,0,1,No,Low,52,MEDIUM
32,Soccer,4,11,1,Yes,Medium,92,HIGH
39,Basketball,6,9,5,Yes,Medium,95,HIGH
40,Basketball,7,9,2,No,Medium,82,HIGH
17,Running,1,8,0,No,Medium,68,HIGH
25,Running,3,11,2,Yes,Medium,68,HIGH
15,Soccer,1,12,3,No,Low,42,MEDIUM
40,Running,4,2,5,No,Medium,39,MEDIUM
28,Soccer,6,2,3,No,Medium,54,MEDIUM
36,Soccer,3,11,0,No,Low,66,HIGH
33,Running,5,10,2,Yes,Medium,85,HIGH
35,Weightlifting,7,4,1,No,Low,87,HIGH
14,Tennis,2,10,3,No,Medium,56,MEDIUM
33,Tennis,3,0,3,No,Medium,46,MEDIUM
19,Cricket,1,5,3,No,Medium,40,MEDIUM
21,Running,2,11,3,No,High,60,MEDIUM
16,Soccer,3,7,0,No,Low,59,MEDIUM
25,Cricket,6,11,3,Yes,Medium,95,HIGH
33,Soccer,4,10,4,No,High,72,HIGH
22,Weightlifting,4,1,0,No,Medium,58,MEDIUM
28,Tennis,3,6,5,No,Low,36,MEDIUM
33,Tennis,3,4,2,Yes,Medium,87,HIGH
25,Running,6,0,5,Yes,Medium,64,MEDIUM
38,Weightlifting,7,13,4,Yes,Low,80,HIGH
33,Soccer,3,5,4,Yes,Low,52,MEDIUM
34,Basketball,6,5,3,No,Medium,72,HIGH
29,Soccer,5,8,5,Yes,Medium,78,HIGH
32,Running,2,2,4,No,Medium,30,LOW
29,Cricket,6,9,3,No,Low,48,MEDIUM
39,Running,5,2,3,No,Medium,55,MEDIUM
31,Weightlifting,6,7,3,No,High,78,HIGH
40,Weightlifting,6,11,0,No,Low,80,HIGH
28,Tennis,7,2,4,No,Medium,46,MEDIUM
26,Running,6,7,0,No,Low,64,MEDIUM
37,Basketball,6,13,1,Yes,Low,100,HIGH
34,Cricket,1,3,4,Yes,Low,49,MEDIUM
38,Soccer,4,1,4,Yes,Medium,62,MEDIUM
18,Cricket,6,12,0,No,Medium,81,HIGH
27,Running,3,11,5,No,Medium,46,MEDIUM
35,Tennis,6,10,5,Yes,Low,86,HIGH
36,Soccer,3,12,3,No,Low,54,MEDIUM
26,Weightlifting,1,12,1,Yes,High,85,HIGH
28,Tennis,2,7,5,No,Medium,29,LOW
15,Basketball,7,7,3,No,Low,63,MEDIUM
22,Weightlifting,1,6,4,Yes,Medium,56,MEDIUM
33,Soccer,3,10,5,No,Medium,53,MEDIUM
22,Weightlifting,2,1,1,No,Low,41,MEDIUM
25,Cricket,5,2,3,No,Low,42,MEDIUM
18,Cricket,1,5,2,No,Medium,43,MEDIUM
17,Soccer,6,5,1,No,Low,75,HIGH
21,Cricket,2,11,3,No,High,58,MEDIUM
36,Basketball,6,4,4,No,Medium,68,HIGH
29,Weightlifting,5,6,1,No,Medium,71,HIGH
18,Soccer,2,6,5,No,Medium,30,LOW
22,Basketball,2,4,0,Yes,High,74,HIGH
35,Basketball,7,0,3,No,Low,61,MEDIUM
33,Cricket,1,11,3,No,Medium,53,MEDIUM
22,Cricket,2,10,3,No,Medium,48,MEDIUM
25,Soccer,5,0,2,No,Low,40,MEDIUM
29,Tennis,5,4,4,Yes,Low,48,MEDIUM
39,Running,2,11,4,No,High,66,HIGH
38,Tennis,1,10,4,No,Low,59,MEDIUM
27,Cricket,1,2,0,Yes,Low,61,MEDIUM
27,Basketball,7,9,2,Yes,Low,93,HIGH
17,Tennis,3,9,2,No,Medium,46,MEDIUM
39,Soccer,6,2,0,No,Medium,70,HIGH
31,Weightlifting,1,5,4,No,High,51,MEDIUM
31,Soccer,4,8,2,No,Medium,65,MEDIUM
17,Soccer,2,7,1,No,Low,49,MEDIUM
19,Weightlifting,6,6,2,Yes,High,84,HIGH
29,Weightlifting,2,5,4,Yes,Medium,53,MEDIUM
18,Basketball,6,2,1,Yes,High,96,HIGH
14,Cricket,5,6,5,No,Medium,46,MEDIUM
18,Cricket,5,5,4,Yes,Low,64,MEDIUM
37,Tennis,2,4,5,No,High,50,MEDIUM
38,Basketball,7,5,3,Yes,Medium,86,HIGH
16,Soccer,7,5,1,Yes,High,100,HIGH
36,Soccer,5,11,2,No,Medium,56,MEDIUM
37,Weightlifting,4,2,2,Yes,High,80,HIGH
30,Running,1,5,4,No,Medium,49,MEDIUM
39,Tennis,1,0,3,Yes,Medium,66,HIGH
14,Basketball,2,6,1,Yes,Medium,74,HIGH
21,Tennis,2,9,1,Yes,Medium,77,HIGH
22,Running,5,1,1,Yes,Low,77,HIGH
15,Soccer,4,0,3,No,Low,46,MEDIUM
30,Tennis,5,1,0,No,High,74,HIGH
27,Cricket,4,2,4,No,Medium,33,MEDIUM
17,Weightlifting,5,7,3,Yes,Medium,76,HIGH
33,Basketball,5,9,2,Yes,Low,83,HIGH
37,Soccer,1,13,2,No,Medium,58,MEDIUM
14,Cricket,7,3,3,No,High,59,MEDIUM
37,Tennis,6,3,2,No,Medium,63,MEDIUM
28,Tennis,6,7,5,Yes,Low,78,HIGH
32,Basketball,4,5,4,No,High,63,MEDIUM
16,Basketball,3,5,2,Yes,High,79,HIGH
37,Tennis,6,10,2,No,Medium,92,HIGH
25,Basketball,1,8,1,No,High,68,HIGH
33,Basketball,4,10,4,No,Low,60,MEDIUM
35,Basketball,7,5,3,No,High,66,HIGH
34,Weightlifting,1,10,3,No,Low,53,MEDIUM
28,Weightlifting,3,9,3,No,High,56,MEDIUM
28,Basketball,3,9,0,No,Low,54,MEDIUM
18,Running,2,13,1,No,Medium,57,MEDIUM
18,Cricket,4,3,0,No,Low,58,MEDIUM
17,Weightlifting,5,13,0,Yes,High,100,HIGH
37,Soccer,7,3,1,No,Medium,83,HIGH
31,Cricket,5,5,0,No,Low,62,MEDIUM
14,Tennis,1,4,2,No,Low,43,MEDIUM
39,Soccer,4,5,0,No,Low,74,HIGH
14,Cricket,2,3,4,No,High,34,MEDIUM
21,Basketball,5,10,3,No,High,65,MEDIUM
40,Weightlifting,1,5,2,No,Medium,63,MEDIUM
21,Cricket,3,10,4,No,Medium,39,MEDIUM
19,Soccer,6,13,2,No,Medium,75,HIGH
38,Cricket,3,9,2,No,High,62,MEDIUM
32,Basketball,2,7,0,No,Medium,55,MEDIUM
22,Tennis,3,11,5,Yes,Medium,68,HIGH
19,Running,4,11,2,Yes,High,88,HIGH
34,Soccer,4,6,1,No,High,79,HIGH
24,Basketball,6,10,1,No,Low,78,HIGH
32,Basketball,1,6,0,No,Low,59,MEDIUM
26,Soccer,2,6,4,Yes,High,63,MEDIUM
36,Cricket,3,7,5,No,High,45,MEDIUM
36,Basketball,2,2,2,Yes,Low,59,MEDIUM
23,Cricket,6,13,5,No,Low,55,MEDIUM
35,Cricket,4,0,0,No,Medium,64,MEDIUM
26,Basketball,2,13,5,Yes,Low,61,MEDIUM
30,Running,6,8,4,Yes,Medium,84,HIGH
29,Soccer,4,1,4,Yes,Low,46,MEDIUM
30,Running,6,4,3,No,Low,73,HIGH
29,Weightlifting,6,1,5,No,High,57,MEDIUM
39,Soccer,5,13,3,Yes,High,95,HIGH
35,Weightlifting,3,7,3,No,Medium,51,MEDIUM
14,Soccer,2,9,4,No,Medium,53,MEDIUM
39,Tennis,1,8,5,Yes,High,65,MEDIUM
35,Running,6,0,3,Yes,High,90,HIGH
29,Basketball,1,8,1,No,Low,63,MEDIUM
26,Basketball,6,6,0,No,Medium,68,HIGH
34,Tennis,7,3,4,No,High,72,HIGH
19,Soccer,3,6,5,No,Medium,44,MEDIUM
31,Weightlifting,6,11,0,No,Medium,93,HIGH
19,Basketball,5,11,2,No,Low,55,MEDIUM
30,Cricket,5,10,3,No,Medium,58,MEDIUM
23,Running,4,6,2,No,Medium,58,MEDIUM
26,Tennis,4,11,1,Yes,High,100,HIGH
29,Cricket,3,10,0,No,Medium,59,MEDIUM
